     XXX          0.1332E-02   0.1552E-05   0.1509E-05   0.3600E-07
     XXY          0.9969E-03   0.1162E-05   0.1129E-05   0.2694E-07
     XXZ          0.3567E+03   0.4157E+00   0.4042E+00   0.9642E-02
     XYX          0.9969E-03   0.1162E-05   0.1129E-05   0.2694E-07
     XYY          0.3123E-03   0.3638E-06   0.3538E-06   0.8440E-08
     XYZ         -0.1732E+04  -0.2018E+01  -0.1962E+01  -0.4681E-01
     XZX          0.3567E+03   0.4157E+00   0.4042E+00   0.9642E-02
     XZY         -0.1732E+04  -0.2018E+01  -0.1962E+01  -0.4681E-01
     XZZ          0.2343E-03   0.2730E-06   0.2654E-06   0.6332E-08
     YXX          0.7116E-03   0.8292E-06   0.8062E-06   0.1923E-07
     YXY          0.5216E-03   0.6077E-06   0.5909E-06   0.1410E-07
     YXZ         -0.1732E+04  -0.2018E+01  -0.1962E+01  -0.4681E-01
     YYX          0.5216E-03   0.6077E-06   0.5909E-06   0.1410E-07
     YYY          0.2614E-02   0.3046E-05   0.2962E-05   0.7065E-07
     YYZ         -0.3567E+03  -0.4156E+00  -0.4041E+00  -0.9641E-02
     YZX         -0.1732E+04  -0.2018E+01  -0.1962E+01  -0.4681E-01
     YZY         -0.3567E+03  -0.4156E+00  -0.4041E+00  -0.9641E-02
     YZZ          0.1263E-02   0.1472E-05   0.1431E-05   0.3414E-07
     ZXX          0.3252E+03   0.3789E+00   0.3684E+00   0.8790E-02
     ZXY         -0.1296E+04  -0.1510E+01  -0.1469E+01  -0.3504E-01
     ZXZ          0.4182E-03   0.4872E-06   0.4738E-06   0.1130E-07
     ZYX         -0.1296E+04  -0.1510E+01  -0.1469E+01  -0.3504E-01
     ZYY         -0.3251E+03  -0.3788E+00  -0.3683E+00  -0.8787E-02
     ZYZ          0.1082E-02   0.1261E-05   0.1226E-05   0.2925E-07
     ZZX          0.4182E-03   0.4872E-06   0.4738E-06   0.1130E-07
     ZZY          0.1082E-02   0.1261E-05   0.1226E-05   0.2925E-07
     ZZZ          0.2167E-01   0.2525E-04   0.2456E-04   0.5858E-06
