     XXX         -0.1304E-03  -0.1329E-06  -0.1293E-06  -0.3084E-08
     XXY         -0.1372E-04  -0.1399E-07  -0.1361E-07  -0.3246E-09
     XXZ         -0.1010E+04  -0.1030E+01  -0.1001E+01  -0.2389E-01
     XYX         -0.1372E-04  -0.1399E-07  -0.1361E-07  -0.3246E-09
     XYY          0.8497E-03   0.8664E-06   0.8424E-06   0.2010E-07
     XYZ         -0.1522E+04  -0.1552E+01  -0.1509E+01  -0.3599E-01
     XZX         -0.1010E+04  -0.1030E+01  -0.1001E+01  -0.2389E-01
     XZY         -0.1522E+04  -0.1552E+01  -0.1509E+01  -0.3599E-01
     XZZ          0.1578E-03   0.1609E-06   0.1564E-06   0.3732E-08
     YXX         -0.1165E-04  -0.1188E-07  -0.1155E-07  -0.2756E-09
     YXY          0.2435E-03   0.2483E-06   0.2414E-06   0.5759E-08
     YXZ         -0.1522E+04  -0.1552E+01  -0.1509E+01  -0.3599E-01
     YYX          0.2435E-03   0.2483E-06   0.2414E-06   0.5759E-08
     YYY         -0.7412E-04  -0.7558E-07  -0.7349E-07  -0.1753E-08
     YYZ          0.1010E+04   0.1030E+01   0.1002E+01   0.2389E-01
     YZX         -0.1522E+04  -0.1552E+01  -0.1509E+01  -0.3599E-01
     YZY          0.1010E+04   0.1030E+01   0.1002E+01   0.2389E-01
     YZZ         -0.6514E-03  -0.6642E-06  -0.6459E-06  -0.1541E-07
     ZXX         -0.1396E+04  -0.1423E+01  -0.1384E+01  -0.3301E-01
     ZXY         -0.4591E+03  -0.4681E+00  -0.4552E+00  -0.1086E-01
     ZXZ         -0.2045E-03  -0.2085E-06  -0.2027E-06  -0.4837E-08
     ZYX         -0.4591E+03  -0.4681E+00  -0.4552E+00  -0.1086E-01
     ZYY          0.1396E+04   0.1423E+01   0.1384E+01   0.3302E-01
     ZYZ         -0.4723E-03  -0.4816E-06  -0.4683E-06  -0.1117E-07
     ZZX         -0.2045E-03  -0.2085E-06  -0.2027E-06  -0.4837E-08
     ZZY         -0.4723E-03  -0.4816E-06  -0.4683E-06  -0.1117E-07
     ZZZ         -0.3013E-02  -0.3072E-05  -0.2987E-05  -0.7127E-07
