     XXX          0.3283E-02   0.3830E-05   0.3724E-05   0.8885E-07
     XXY         -0.2449E-02  -0.2857E-05  -0.2778E-05  -0.6628E-07
     XXZ         -0.3106E+03  -0.3623E+00  -0.3523E+00  -0.8404E-02
     XYX         -0.2449E-02  -0.2857E-05  -0.2778E-05  -0.6628E-07
     XYY          0.1681E-02   0.1961E-05   0.1907E-05   0.4549E-07
     XYZ         -0.1333E+04  -0.1554E+01  -0.1512E+01  -0.3606E-01
     XZX         -0.3106E+03  -0.3623E+00  -0.3523E+00  -0.8404E-02
     XZY         -0.1333E+04  -0.1554E+01  -0.1512E+01  -0.3606E-01
     XZZ          0.1452E-02   0.1694E-05   0.1647E-05   0.3929E-07
     YXX         -0.2342E-02  -0.2732E-05  -0.2657E-05  -0.6338E-07
     YXY          0.2330E-02   0.2718E-05   0.2643E-05   0.6304E-07
     YXZ         -0.1333E+04  -0.1555E+01  -0.1512E+01  -0.3606E-01
     YYX          0.2330E-02   0.2718E-05   0.2643E-05   0.6304E-07
     YYY         -0.6482E-02  -0.7562E-05  -0.7352E-05  -0.1754E-06
     YYZ          0.3106E+03   0.3623E+00   0.3523E+00   0.8404E-02
     YZX         -0.1333E+04  -0.1555E+01  -0.1512E+01  -0.3606E-01
     YZY          0.3106E+03   0.3623E+00   0.3523E+00   0.8404E-02
     YZZ         -0.3364E-02  -0.3925E-05  -0.3816E-05  -0.9104E-07
     ZXX         -0.2532E+03  -0.2954E+00  -0.2872E+00  -0.6852E-02
     ZXY         -0.1186E+04  -0.1384E+01  -0.1345E+01  -0.3210E-01
     ZXZ          0.1302E-02   0.1519E-05   0.1477E-05   0.3524E-07
     ZYX         -0.1186E+04  -0.1384E+01  -0.1345E+01  -0.3210E-01
     ZYY          0.2532E+03   0.2954E+00   0.2872E+00   0.6853E-02
     ZYZ         -0.2804E-02  -0.3271E-05  -0.3181E-05  -0.7588E-07
     ZZX          0.1302E-02   0.1519E-05   0.1477E-05   0.3524E-07
     ZZY         -0.2804E-02  -0.3271E-05  -0.3181E-05  -0.7588E-07
     ZZZ         -0.1519E-01  -0.1772E-04  -0.1723E-04  -0.4111E-06
