     XXX         -0.2555E-03  -0.3214E-06  -0.3125E-06  -0.7454E-08
     XXY          0.1363E-02   0.1714E-05   0.1667E-05   0.3976E-07
     XXZ         -0.2780E+03  -0.3495E+00  -0.3399E+00  -0.8108E-02
     XYX          0.1363E-02   0.1714E-05   0.1667E-05   0.3976E-07
     XYY         -0.3202E-03  -0.4026E-06  -0.3915E-06  -0.9340E-08
     XYZ          0.1227E+04   0.1543E+01   0.1500E+01   0.3580E-01
     XZX         -0.2780E+03  -0.3495E+00  -0.3399E+00  -0.8108E-02
     XZY          0.1227E+04   0.1543E+01   0.1500E+01   0.3580E-01
     XZZ         -0.1069E-02  -0.1344E-05  -0.1307E-05  -0.3118E-07
     YXX          0.1821E-02   0.2289E-05   0.2226E-05   0.5311E-07
     YXY         -0.4350E-03  -0.5470E-06  -0.5319E-06  -0.1269E-07
     YXZ          0.1227E+04   0.1543E+01   0.1500E+01   0.3580E-01
     YYX         -0.4350E-03  -0.5470E-06  -0.5319E-06  -0.1269E-07
     YYY          0.5091E-02   0.6402E-05   0.6225E-05   0.1485E-06
     YYZ          0.2779E+03   0.3495E+00   0.3399E+00   0.8108E-02
     YZX          0.1227E+04   0.1543E+01   0.1500E+01   0.3580E-01
     YZY          0.2779E+03   0.3495E+00   0.3399E+00   0.8108E-02
     YZZ          0.1065E-02   0.1339E-05   0.1302E-05   0.3106E-07
     ZXX         -0.3846E+03  -0.4836E+00  -0.4702E+00  -0.1122E-01
     ZXY          0.1227E+04   0.1543E+01   0.1501E+01   0.3580E-01
     ZXZ         -0.6792E-03  -0.8541E-06  -0.8305E-06  -0.1981E-07
     ZYX          0.1227E+04   0.1543E+01   0.1501E+01   0.3580E-01
     ZYY          0.3846E+03   0.4836E+00   0.4702E+00   0.1122E-01
     ZYZ          0.1125E-02   0.1415E-05   0.1375E-05   0.3281E-07
     ZZX         -0.6792E-03  -0.8541E-06  -0.8305E-06  -0.1981E-07
     ZZY          0.1125E-02   0.1415E-05   0.1375E-05   0.3281E-07
     ZZZ         -0.5233E-02  -0.6581E-05  -0.6399E-05  -0.1527E-06
