 1            3.439094
 2            2.408919
 3            1.761316
 4            1.406849
 5            0.355053
 6            0.355053
 7            0.277864
 8            0.253280
 9            0.232630
 10           0.213723
 11           0.174254
 12           0.145162
 13           0.113594
 14           0.177606
 15           0.137607
 16           0.078877
 17           0.084775
 18           0.084775
 19           0.057064
 20           0.046908
 21           0.034205
 22           0.031000
 23           0.026710
 24           0.017999
 25           0.017048
 26           0.011991
 27           0.012310
 28           0.011348
 29           0.009305
 30           0.008872
 31           0.008872
 32           0.007435
 33           0.006801
 34           0.005745
 35           0.004618
 36           0.001726
 37           0.001165
 38           0.000991
 39           0.000914
 40           0.000914
 41           0.000922
 42           0.000670
 43           0.000427
 44           0.000304
 45           0.000289
 46           0.000304
 47           0.000182
 48           0.000179
 49           0.000108
 50           0.000058
