 1            1.094318
 2            0.814354
 3            0.646561
 4            0.454977
 5            0.079493
 6            0.079493
 7            0.073971
 8            0.068125
 9            0.061666
 10           0.055785
 11           0.048913
 12           0.031283
 13           0.021592
 14           0.028774
 15           0.022594
 16           0.022594
 17           0.013507
 18           0.012064
 19           0.009863
 20           0.008532
 21           0.009363
 22           0.008669
 23           0.008753
 24           0.008753
 25           0.006789
 26           0.005724
 27           0.005275
 28           0.003788
 29           0.003319
 30           0.003040
 31           0.003024
 32           0.002090
 33           0.001635
 34           0.001379
 35           0.001006
 36           0.001006
 37           0.000659
 38           0.000434
 39           0.000423
 40           0.000242
 41           0.000105
 42           0.000175
 43           0.000175
 44           0.000112
 45           0.000078
 46           0.000069
 47           0.000086
 48           0.000056
