 1            0.000000
 2            0.505504
 3            0.471344
 4            1.414138
 5            1.304807
 6            1.010988
 7            1.024455
 8            0.253015
 9            0.218769
 10           0.475094
 11           0.364570
 12           0.442588
 13           0.821133
 14           1.245951
 15           0.318111
 16           0.265051
 17           0.184067
 18           0.515181
 19           0.390088
 20           0.550460
 21           0.516410
 22           0.087647
 23           0.223434
 24           0.264137
 25           0.286117
 26           0.432802
 27           0.312360
 28           0.413257
 29           0.377770
 30           0.473050
 31           0.923380
 32           3.152811
 33           2.873633
 34           0.522951
 35           0.375578
 36           0.615976
 37           0.906288
 38           1.294440
 39           1.518123
 40           0.344210
 41           0.769932
 42           0.232058
 43           1.710206
 44           1.603927
 45           0.188992
 46           0.453080
 47           0.172374
 48           0.082742
 49           0.050841
 50           0.033124
 51           0.042618
 52           0.018200
 53           0.021346
 54           0.009476
 55           0.009680
 56           0.008285
 57           0.010692
 58           0.006867
 59           0.004811
 60           0.002534
 61           0.003999
 62           0.005540
 63           0.007277
 64           0.005549
 65           0.000761
 66           0.001939
 67           0.004116
 68           0.008747
 69           0.018621
 70           0.036114
 71           0.005455
 72           0.000812
 73           0.007712
 74           0.000601
 75           0.001245
