 1            0.000000
 2            0.563237
 3            0.630536
 4            1.287094
 5            1.204679
 6            0.299183
 7            0.232342
 8            0.522949
 9            0.418754
 10           0.490400
 11           0.775348
 12           0.238266
 13           0.221061
 14           0.405778
 15           0.093926
 16           0.235577
 17           0.194789
 18           0.456579
 19           0.597825
 20           0.152051
 21           0.193077
 22           0.205560
 23           0.039820
 24           0.104773
 25           0.177829
 26           0.216166
 27           0.258133
 28           0.234556
 29           0.265502
 30           0.275443
 31           0.503267
 32           1.442627
 33           0.752549
 34           0.684966
 35           0.231103
 36           0.830217
 37           0.854585
 38           1.125064
 39           1.256333
 40           0.541259
 41           0.151882
 42           0.451223
 43           0.126640
 44           0.046147
 45           0.037180
 46           0.048450
 47           0.018344
 48           0.008861
 49           0.007264
 50           0.003014
 51           0.000659
 52           0.092466
 53           0.015169
 54           0.005705
 55           0.001898
 56           0.000637
 57           0.002154
 58           0.000184
 59           0.000318
