 1            14720.267622
 2            10650.515030
 3            7459.024470
 4            4380.915961
 5            2025.723288
 6            1376.494748
 7            1112.068397
 8            1170.689573
 9            1024.573382
 10           981.956255
 11           897.350960
 12           850.952439
 13           791.831442
 14           802.684835
 15           972.601100
 16           729.235108
 17           707.561439
 18           682.911071
 19           650.357109
 20           613.938299
 21           576.720323
 22           570.340182
 23           551.481448
 24           519.283633
 25           513.951580
 26           501.497101
 27           487.327023
 28           473.642756
 29           445.098943
 30           425.222781
 31           379.493062
 32           277.375202
 33           227.611367
 34           265.199709
 35           155.057361
 36           137.758234
 37           92.628329
 38           82.213855
 39           56.098897
 40           52.638098
 41           32.658040
 42           17.469289
 43           13.168628
 44           31.639762
 45           25.070405
 46           5.994740
 47           2.216523
 48           1.494846
 49           1.075039
 50           0.783808
 51           0.464312
 52           0.231515
 53           0.168038
 54           0.117418
 55           0.081159
 56           0.058982
 57           0.037966
 58           0.025629
 59           0.018341
 60           0.013379
 61           0.009176
 62           0.004755
 63           0.001654
 64           0.000000
 65           0.000079
 66           0.823323
 67           0.821581
 68           0.818712
 69           0.814239
 70           0.807719
 71           0.801879
 72           0.801300
 73           0.692287
 74           0.692264
 75           0.678033
