 1            3.013016
 2            1.934942
 3            1.465966
 4            0.846841
 5            0.117371
 6            0.117371
 7            0.098549
 8            0.083347
 9            0.122630
 10           0.086343
 11           0.094793
 12           0.094793
 13           0.092497
 14           0.082130
 15           0.073462
 16           0.070919
 17           0.088349
 18           0.081504
 19           0.074075
 20           0.052678
 21           0.050045
 22           0.067471
 23           0.058243
 24           0.057950
 25           0.062052
 26           0.067942
 27           0.062526
 28           0.055713
 29           0.047482
 30           0.046551
 31           0.061369
 32           0.057002
 33           0.038014
 34           0.040206
 35           0.029178
 36           0.017707
 37           0.020499
 38           0.014144
 39           0.012460
 40           0.014199
 41           0.015744
 42           0.008775
 43           0.008419
 44           0.002587
 45           0.001363
 46           0.000950
 47           0.000357
 48           0.000410
 49           0.000210
 50           0.000075
 51           0.000045
 52           0.000278
 53           0.000335
 54           0.000117
 55           0.000068
 56           0.000043
 57           0.000059
 58           0.000017
 59           0.000012
