 1            0.788235
 2            0.728279
 3            0.096032
 4            0.054649
 5            0.034999
 6            0.017806
 7            0.017806
 8            0.010380
 9            0.006633
 10           0.007541
 11           0.005572
 12           0.005572
 13           0.004082
 14           0.010236
 15           0.006974
 16           0.003897
 17           0.003556
 18           0.004000
 19           0.003101
 20           0.004708
 21           0.004708
 22           0.002846
 23           0.002223
 24           0.001874
 25           0.001774
 26           0.001325
 27           0.001291
 28           0.000980
 29           0.001049
 30           0.001565
 31           0.000987
 32           0.000969
 33           0.001012
 34           0.002548
 35           0.004253
 36           0.007725
 37           0.005472
 38           0.003571
 39           0.006493
 40           0.002849
 41           0.001975
 42           0.001975
 43           0.001278
 44           0.002031
 45           0.001073
 46           0.001142
 47           0.000741
 48           0.000419
 49           0.000252
 50           0.000124
 51           0.000071
 52           0.000084
 53           0.000076
 54           0.000049
 55           0.000022
 56           0.000027
 57           0.000027
 58           0.000016
 59           0.000027
