 1            0.000000
 2            0.426519
 3            0.620971
 4            0.767270
 5            0.959122
 6            0.268581
 7            0.249432
 8            0.408791
 9            0.426881
 10           0.083805
 11           0.221045
 12           0.188555
 13           0.382588
 14           0.099547
 15           0.119876
 16           0.208844
 17           0.282786
 18           0.328828
 19           0.572039
 20           0.163355
 21           0.439762
 22           0.451343
 23           0.121202
 24           0.102999
 25           0.096913
 26           0.117315
 27           0.037516
 28           0.005713
 29           0.006268
 30           0.020616
 31           0.037894
 32           0.087075
 33           0.163418
 34           0.065694
 35           0.235592
 36           0.039800
 37           0.108719
 38           0.296561
 39           0.382768
 40           0.094786
 41           0.389419
 42           0.602629
 43           1.660995
 44           0.318538
 45           0.300892
 46           0.821841
 47           0.099703
 48           0.208061
 49           0.307610
 50           0.102181
 51           0.043408
 52           0.395354
 53           0.131565
 54           0.143126
 55           0.041519
 56           0.023446
 57           0.013732
 58           0.005210
 59           0.006379
 60           0.000985
 61           0.000640
