 1            0.000000
 2            0.444666
 3            0.136968
 4            0.116310
 5            0.222743
 6            0.315674
 7            0.102495
 8            0.089116
 9            0.092547
 10           0.194041
 11           0.450389
 12           0.132330
 13           0.247055
 14           0.043007
 15           0.105422
 16           0.098780
 17           0.155294
 18           0.096744
 19           0.326373
 20           0.235647
 21           0.050807
 22           0.063827
 23           0.072257
 24           0.011419
 25           0.022069
 26           0.038438
 27           0.049403
 28           0.060095
 29           0.102173
 30           0.031447
 31           0.097536
 32           0.185677
 33           0.361734
 34           0.866636
 35           0.897241
 36           0.098210
 37           0.570389
 38           0.618770
 39           0.350786
 40           0.246710
 41           0.428445
 42           0.096662
 43           0.065140
 44           0.087220
 45           0.084696
 46           0.099958
 47           0.034530
 48           0.029548
 49           0.003068
 50           0.001466
 51           0.041382
 52           0.003004
 53           0.001928
 54           0.002569
 55           0.000000
 56           0.015981
 57           0.003945
 58           0.000931
 59           0.000776
