 1            0.316307
 2            0.240655
 3            0.227513
 4            0.171896
 5            0.036793
 6            0.036793
 7            0.033879
 8            0.032127
 9            0.043885
 10           0.021391
 11           0.019713
 12           0.020288
 13           0.020927
 14           0.024878
 15           0.022076
 16           0.018190
 17           0.014498
 18           0.013442
 19           0.011625
 20           0.010101
 21           0.009142
 22           0.008957
 23           0.008957
 24           0.007981
 25           0.007034
 26           0.006739
 27           0.007128
 28           0.007128
 29           0.006991
 30           0.006829
 31           0.006524
 32           0.006051
 33           0.005911
 34           0.006171
 35           0.005568
 36           0.005589
 37           0.004759
 38           0.004187
 39           0.003789
 40           0.003789
 41           0.004168
 42           0.004156
 43           0.003800
 44           0.005191
 45           0.003811
 46           0.003023
 47           0.002453
 48           0.001606
 49           0.001055
 50           0.000966
 51           0.001349
 52           0.000829
 53           0.000784
 54           0.000534
 55           0.000334
 56           0.000274
 57           0.000107
 58           0.000072
 59           0.000035
 60           0.000018
 61           0.000039
