 1            0.000000
 2            0.604545
 3            0.578146
 4            0.556050
 5            0.109509
 6            0.178230
 7            0.440457
 8            0.158642
 9            0.263470
 10           0.505741
 11           0.549310
 12           0.401461
 13           0.349283
 14           0.101418
 15           0.205383
 16           0.209283
 17           0.052358
 18           0.050777
 19           0.085586
 20           0.103770
 21           0.110872
 22           0.024788
 23           0.025805
 24           0.030528
 25           0.024694
 26           0.023592
 27           0.006394
 28           0.006411
 29           0.007079
 30           0.001623
 31           0.001797
