 1            3253.376476
 2            1825.077912
 3            1629.880746
 4            1108.238852
 5            667.355049
 6            776.456624
 7            445.621455
 8            344.593844
 9            256.623693
 10           253.229557
 11           208.878116
 12           168.387505
 13           125.778246
 14           113.983096
 15           98.184114
 16           81.441354
 17           73.415229
 18           64.267415
 19           56.573725
 20           56.118947
 21           49.398872
 22           45.613433
 23           51.184533
 24           42.714980
 25           40.850230
 26           39.854297
 27           39.456973
 28           74390.176372
 29           39.941779
 30           39.497228
 31           38.625126
 32           37.241680
 33           36.290573
 34           33.214463
 35           31.638661
 36           31.217551
 37           28.852420
 38           25.987905
 39           23.001418
 40           24.945857
 41           21.302549
 42           18.910796
 43           13.927593
 44           10.588961
 45           7.182678
 46           4.671274
 47           2.799154
 48           2.098301
 49           1.464840
 50           1.037480
 51           0.846635
 52           0.549377
 53           0.214208
 54           0.096121
 55           0.028370
 56           0.019504
 57           0.003534
 58           0.001129
 59           0.000019
 60           0.000000
 61           0.057453
