     XXX         -0.3542E-02  -0.4042E-05  -0.3930E-05  -0.9377E-07
     XXY          0.2488E-03   0.2839E-06   0.2760E-06   0.6585E-08
     XXZ         -0.4123E+03  -0.4705E+00  -0.4575E+00  -0.1091E-01
     XYX          0.2488E-03   0.2839E-06   0.2760E-06   0.6585E-08
     XYY         -0.1396E-02  -0.1593E-05  -0.1549E-05  -0.3696E-07
     XYZ         -0.7152E+03  -0.8161E+00  -0.7936E+00  -0.1893E-01
     XZX         -0.4123E+03  -0.4705E+00  -0.4575E+00  -0.1091E-01
     XZY         -0.7152E+03  -0.8161E+00  -0.7936E+00  -0.1893E-01
     XZZ         -0.1543E-02  -0.1760E-05  -0.1712E-05  -0.4083E-07
     YXX          0.2082E-03   0.2375E-06   0.2310E-06   0.5510E-08
     YXY         -0.1413E-02  -0.1612E-05  -0.1568E-05  -0.3740E-07
     YXZ         -0.7152E+03  -0.8161E+00  -0.7936E+00  -0.1893E-01
     YYX         -0.1413E-02  -0.1612E-05  -0.1568E-05  -0.3740E-07
     YYY          0.3606E-03   0.4114E-06   0.4001E-06   0.9544E-08
     YYZ          0.4123E+03   0.4705E+00   0.4575E+00   0.1091E-01
     YZX         -0.7152E+03  -0.8161E+00  -0.7936E+00  -0.1893E-01
     YZY          0.4123E+03   0.4705E+00   0.4575E+00   0.1091E-01
     YZZ          0.1227E-03   0.1400E-06   0.1361E-06   0.3247E-08
     ZXX         -0.3897E+03  -0.4447E+00  -0.4324E+00  -0.1032E-01
     ZXY         -0.9264E+03  -0.1057E+01  -0.1028E+01  -0.2452E-01
     ZXZ         -0.1289E-02  -0.1471E-05  -0.1431E-05  -0.3413E-07
     ZYX         -0.9264E+03  -0.1057E+01  -0.1028E+01  -0.2452E-01
     ZYY          0.3897E+03   0.4447E+00   0.4324E+00   0.1032E-01
     ZYZ          0.7212E-04   0.8230E-07   0.8002E-07   0.1909E-08
     ZZX         -0.1289E-02  -0.1471E-05  -0.1431E-05  -0.3413E-07
     ZZY          0.7212E-04   0.8230E-07   0.8002E-07   0.1909E-08
     ZZZ          0.2125E-02   0.2425E-05   0.2358E-05   0.5626E-07
