     XXX         -0.4897E-02  -0.5751E-05  -0.5592E-05  -0.1334E-06
     XXY          0.9263E-03   0.1088E-05   0.1058E-05   0.2523E-07
     XXZ          0.2377E+03   0.2791E+00   0.2714E+00   0.6475E-02
     XYX          0.9263E-03   0.1088E-05   0.1058E-05   0.2523E-07
     XYY         -0.1729E-02  -0.2031E-05  -0.1975E-05  -0.4711E-07
     XYZ         -0.1158E+04  -0.1360E+01  -0.1322E+01  -0.3155E-01
     XZX          0.2377E+03   0.2791E+00   0.2714E+00   0.6475E-02
     XZY         -0.1158E+04  -0.1360E+01  -0.1322E+01  -0.3155E-01
     XZZ         -0.2036E-02  -0.2391E-05  -0.2325E-05  -0.5547E-07
     YXX          0.6224E-03   0.7310E-06   0.7108E-06   0.1696E-07
     YXY         -0.1764E-02  -0.2071E-05  -0.2014E-05  -0.4805E-07
     YXZ         -0.1158E+04  -0.1360E+01  -0.1322E+01  -0.3155E-01
     YYX         -0.1764E-02  -0.2071E-05  -0.2014E-05  -0.4805E-07
     YYY          0.2752E-02   0.3232E-05   0.3143E-05   0.7498E-07
     YYZ         -0.2377E+03  -0.2791E+00  -0.2714E+00  -0.6475E-02
     YZX         -0.1158E+04  -0.1360E+01  -0.1322E+01  -0.3155E-01
     YZY         -0.2377E+03  -0.2791E+00  -0.2714E+00  -0.6475E-02
     YZZ          0.1155E-02   0.1356E-05   0.1318E-05   0.3145E-07
     ZXX          0.2544E+03   0.2988E+00   0.2905E+00   0.6930E-02
     ZXY         -0.1106E+04  -0.1299E+01  -0.1263E+01  -0.3013E-01
     ZXZ         -0.1787E-02  -0.2098E-05  -0.2040E-05  -0.4867E-07
     ZYX         -0.1106E+04  -0.1299E+01  -0.1263E+01  -0.3013E-01
     ZYY         -0.2544E+03  -0.2987E+00  -0.2905E+00  -0.6930E-02
     ZYZ          0.1020E-02   0.1198E-05   0.1165E-05   0.2779E-07
     ZZX         -0.1787E-02  -0.2098E-05  -0.2040E-05  -0.4867E-07
     ZZY          0.1020E-02   0.1198E-05   0.1165E-05   0.2779E-07
     ZZZ         -0.8373E-02  -0.9834E-05  -0.9562E-05  -0.2281E-06
