     XXX          0.1902E-02   0.2305E-05   0.2241E-05   0.5347E-07
     XXY         -0.1020E-03  -0.1236E-06  -0.1202E-06  -0.2867E-08
     XXZ         -0.9555E+02  -0.1158E+00  -0.1126E+00  -0.2686E-02
     XYX         -0.1020E-03  -0.1236E-06  -0.1202E-06  -0.2867E-08
     XYY         -0.2504E-03  -0.3035E-06  -0.2951E-06  -0.7041E-08
     XYZ         -0.5644E+03  -0.6841E+00  -0.6652E+00  -0.1587E-01
     XZX         -0.9555E+02  -0.1158E+00  -0.1126E+00  -0.2686E-02
     XZY         -0.5644E+03  -0.6841E+00  -0.6652E+00  -0.1587E-01
     XZZ          0.4243E-03   0.5142E-06   0.5000E-06   0.1193E-07
     YXX         -0.5329E-03  -0.6459E-06  -0.6280E-06  -0.1498E-07
     YXY          0.2116E-03   0.2565E-06   0.2494E-06   0.5950E-08
     YXZ         -0.5644E+03  -0.6841E+00  -0.6651E+00  -0.1587E-01
     YYX          0.2116E-03   0.2565E-06   0.2494E-06   0.5950E-08
     YYY         -0.4423E-03  -0.5361E-06  -0.5213E-06  -0.1244E-07
     YYZ          0.9554E+02   0.1158E+00   0.1126E+00   0.2686E-02
     YZX         -0.5644E+03  -0.6841E+00  -0.6651E+00  -0.1587E-01
     YZY          0.9554E+02   0.1158E+00   0.1126E+00   0.2686E-02
     YZZ          0.2186E-03   0.2649E-06   0.2576E-06   0.6145E-08
     ZXX         -0.1299E+03  -0.1574E+00  -0.1531E+00  -0.3652E-02
     ZXY         -0.6299E+03  -0.7635E+00  -0.7424E+00  -0.1771E-01
     ZXZ          0.2894E-03   0.3508E-06   0.3411E-06   0.8137E-08
     ZYX         -0.6299E+03  -0.7635E+00  -0.7424E+00  -0.1771E-01
     ZYY          0.1299E+03   0.1574E+00   0.1530E+00   0.3651E-02
     ZYZ          0.2481E-03   0.3007E-06   0.2924E-06   0.6975E-08
     ZZX          0.2894E-03   0.3508E-06   0.3411E-06   0.8137E-08
     ZZY          0.2481E-03   0.3007E-06   0.2924E-06   0.6975E-08
     ZZZ          0.2966E-03   0.3595E-06   0.3496E-06   0.8340E-08
