     XXX          0.8784E-03   0.1011E-05   0.9826E-06   0.2344E-07
     XXY          0.9750E-03   0.1122E-05   0.1091E-05   0.2602E-07
     XXZ          0.6498E+02   0.7476E-01   0.7270E-01   0.1734E-02
     XYX          0.9750E-03   0.1122E-05   0.1091E-05   0.2602E-07
     XYY          0.3318E-03   0.3817E-06   0.3712E-06   0.8855E-08
     XYZ          0.1159E+03   0.1334E+00   0.1297E+00   0.3094E-02
     XZX          0.6498E+02   0.7476E-01   0.7270E-01   0.1734E-02
     XZY          0.1159E+03   0.1334E+00   0.1297E+00   0.3094E-02
     XZZ         -0.2417E-03  -0.2780E-06  -0.2703E-06  -0.6449E-08
     YXX          0.1153E-02   0.1326E-05   0.1289E-05   0.3076E-07
     YXY          0.2574E-03   0.2962E-06   0.2880E-06   0.6870E-08
     YXZ          0.1159E+03   0.1334E+00   0.1297E+00   0.3094E-02
     YYX          0.2574E-03   0.2962E-06   0.2880E-06   0.6870E-08
     YYY         -0.4773E-03  -0.5492E-06  -0.5340E-06  -0.1274E-07
     YYZ         -0.6498E+02  -0.7476E-01  -0.7269E-01  -0.1734E-02
     YZX          0.1159E+03   0.1334E+00   0.1297E+00   0.3094E-02
     YZY         -0.6498E+02  -0.7476E-01  -0.7269E-01  -0.1734E-02
     YZZ          0.6090E-06   0.7006E-09   0.6813E-09   0.1625E-10
     ZXX          0.3349E+02   0.3853E-01   0.3747E-01   0.8938E-03
     ZXY          0.7757E+02   0.8924E-01   0.8678E-01   0.2070E-02
     ZXZ         -0.1456E-03  -0.1675E-06  -0.1629E-06  -0.3886E-08
     ZYX          0.7757E+02   0.8924E-01   0.8678E-01   0.2070E-02
     ZYY         -0.3346E+02  -0.3850E-01  -0.3744E-01  -0.8931E-03
     ZYZ         -0.3485E-04  -0.4009E-07  -0.3898E-07  -0.9300E-09
     ZZX         -0.1456E-03  -0.1675E-06  -0.1629E-06  -0.3886E-08
     ZZY         -0.3485E-04  -0.4009E-07  -0.3898E-07  -0.9300E-09
     ZZZ         -0.1163E-02  -0.1338E-05  -0.1301E-05  -0.3105E-07
