     XXX         -0.2627E-03  -0.3513E-06  -0.3416E-06  -0.8150E-08
     XXY         -0.1878E-03  -0.2512E-06  -0.2442E-06  -0.5827E-08
     XXZ          0.2435E+03   0.3257E+00   0.3167E+00   0.7554E-02
     XYX         -0.1878E-03  -0.2512E-06  -0.2442E-06  -0.5827E-08
     XYY          0.1915E-04   0.2561E-07   0.2490E-07   0.5941E-09
     XYZ          0.5652E+02   0.7559E-01   0.7350E-01   0.1754E-02
     XZX          0.2435E+03   0.3257E+00   0.3167E+00   0.7554E-02
     XZY          0.5652E+02   0.7559E-01   0.7350E-01   0.1754E-02
     XZZ         -0.3611E-03  -0.4830E-06  -0.4696E-06  -0.1120E-07
     YXX          0.7929E-03   0.1060E-05   0.1031E-05   0.2460E-07
     YXY          0.6387E-04   0.8542E-07   0.8306E-07   0.1982E-08
     YXZ          0.5652E+02   0.7559E-01   0.7350E-01   0.1754E-02
     YYX          0.6387E-04   0.8542E-07   0.8306E-07   0.1982E-08
     YYY          0.3944E-04   0.5274E-07   0.5129E-07   0.1224E-08
     YYZ         -0.2435E+03  -0.3257E+00  -0.3167E+00  -0.7555E-02
     YZX          0.5652E+02   0.7559E-01   0.7350E-01   0.1754E-02
     YZY         -0.2435E+03  -0.3257E+00  -0.3167E+00  -0.7555E-02
     YZZ          0.5471E-03   0.7317E-06   0.7115E-06   0.1697E-07
     ZXX          0.2183E+03   0.2920E+00   0.2839E+00   0.6774E-02
     ZXY          0.6250E+02   0.8359E-01   0.8128E-01   0.1939E-02
     ZXZ         -0.2649E-03  -0.3543E-06  -0.3445E-06  -0.8218E-08
     ZYX          0.6250E+02   0.8359E-01   0.8128E-01   0.1939E-02
     ZYY         -0.2183E+03  -0.2920E+00  -0.2839E+00  -0.6774E-02
     ZYZ          0.3015E-05   0.4032E-08   0.3920E-08   0.9353E-10
     ZZX         -0.2649E-03  -0.3543E-06  -0.3445E-06  -0.8218E-08
     ZZY          0.3015E-05   0.4032E-08   0.3920E-08   0.9353E-10
     ZZZ         -0.1248E-02  -0.1669E-05  -0.1623E-05  -0.3873E-07
