     XXX          0.1568E-03   0.2116E-06   0.2058E-06   0.4909E-08
     XXY          0.4734E-03   0.6390E-06   0.6214E-06   0.1482E-07
     XXZ          0.7468E+02   0.1008E+00   0.9802E-01   0.2338E-02
     XYX          0.4734E-03   0.6390E-06   0.6214E-06   0.1482E-07
     XYY         -0.1498E-03  -0.2022E-06  -0.1967E-06  -0.4692E-08
     XYZ          0.1254E+03   0.1693E+00   0.1646E+00   0.3927E-02
     XZX          0.7468E+02   0.1008E+00   0.9802E-01   0.2338E-02
     XZY          0.1254E+03   0.1693E+00   0.1646E+00   0.3927E-02
     XZZ         -0.4574E-03  -0.6175E-06  -0.6004E-06  -0.1432E-07
     YXX          0.2592E-03   0.3498E-06   0.3402E-06   0.8115E-08
     YXY         -0.1342E-03  -0.1812E-06  -0.1762E-06  -0.4203E-08
     YXZ          0.1254E+03   0.1693E+00   0.1646E+00   0.3927E-02
     YYX         -0.1342E-03  -0.1812E-06  -0.1762E-06  -0.4203E-08
     YYY         -0.2034E-04  -0.2745E-07  -0.2669E-07  -0.6368E-09
     YYZ         -0.7467E+02  -0.1008E+00  -0.9801E-01  -0.2338E-02
     YZX          0.1254E+03   0.1693E+00   0.1646E+00   0.3927E-02
     YZY         -0.7467E+02  -0.1008E+00  -0.9801E-01  -0.2338E-02
     YZZ         -0.3488E-05  -0.4708E-08  -0.4578E-08  -0.1092E-09
     ZXX          0.8830E+02   0.1192E+00   0.1159E+00   0.2765E-02
     ZXY          0.1478E+03   0.1995E+00   0.1939E+00   0.4627E-02
     ZXZ         -0.3719E-03  -0.5020E-06  -0.4881E-06  -0.1164E-07
     ZYX          0.1478E+03   0.1995E+00   0.1939E+00   0.4627E-02
     ZYY         -0.8830E+02  -0.1192E+00  -0.1159E+00  -0.2765E-02
     ZYZ          0.2791E-05   0.3767E-08   0.3663E-08   0.8739E-10
     ZZX         -0.3719E-03  -0.5020E-06  -0.4881E-06  -0.1164E-07
     ZZY          0.2791E-05   0.3767E-08   0.3663E-08   0.8739E-10
     ZZZ         -0.4372E-02  -0.5902E-05  -0.5739E-05  -0.1369E-06
