     XXX          0.2501E-02   0.3277E-05   0.3186E-05   0.7601E-07
     XXY         -0.1491E-03  -0.1953E-06  -0.1899E-06  -0.4531E-08
     XXZ          0.3296E+03   0.4317E+00   0.4198E+00   0.1001E-01
     XYX         -0.1491E-03  -0.1953E-06  -0.1899E-06  -0.4531E-08
     XYY          0.7062E-03   0.9250E-06   0.8995E-06   0.2146E-07
     XYZ          0.9174E+02   0.1202E+00   0.1168E+00   0.2788E-02
     XZX          0.3296E+03   0.4317E+00   0.4198E+00   0.1001E-01
     XZY          0.9174E+02   0.1202E+00   0.1168E+00   0.2788E-02
     XZZ          0.4643E-03   0.6081E-06   0.5913E-06   0.1411E-07
     YXX         -0.1535E-03  -0.2011E-06  -0.1955E-06  -0.4665E-08
     YXY          0.7292E-03   0.9551E-06   0.9287E-06   0.2216E-07
     YXZ          0.9176E+02   0.1202E+00   0.1169E+00   0.2788E-02
     YYX          0.7292E-03   0.9551E-06   0.9287E-06   0.2216E-07
     YYY         -0.1753E-02  -0.2296E-05  -0.2233E-05  -0.5327E-07
     YYZ         -0.3296E+03  -0.4317E+00  -0.4198E+00  -0.1001E-01
     YZX          0.9176E+02   0.1202E+00   0.1169E+00   0.2788E-02
     YZY         -0.3296E+03  -0.4317E+00  -0.4198E+00  -0.1001E-01
     YZZ         -0.4152E-03  -0.5438E-06  -0.5288E-06  -0.1262E-07
     ZXX          0.3326E+03   0.4357E+00   0.4236E+00   0.1011E-01
     ZXY          0.1437E+03   0.1882E+00   0.1830E+00   0.4366E-02
     ZXZ          0.4993E-03   0.6541E-06   0.6360E-06   0.1517E-07
     ZYX          0.1437E+03   0.1882E+00   0.1830E+00   0.4366E-02
     ZYY         -0.3327E+03  -0.4357E+00  -0.4237E+00  -0.1011E-01
     ZYZ         -0.4737E-03  -0.6204E-06  -0.6033E-06  -0.1439E-07
     ZZX          0.4993E-03   0.6541E-06   0.6360E-06   0.1517E-07
     ZZY         -0.4737E-03  -0.6204E-06  -0.6033E-06  -0.1439E-07
     ZZZ         -0.3546E-02  -0.4644E-05  -0.4516E-05  -0.1077E-06
