     XXX          0.1454E-03   0.1933E-06   0.1880E-06   0.4485E-08
     XXY          0.1187E-04   0.1578E-07   0.1534E-07   0.3661E-09
     XXZ         -0.2920E+03  -0.3882E+00  -0.3775E+00  -0.9006E-02
     XYX          0.1187E-04   0.1578E-07   0.1534E-07   0.3661E-09
     XYY         -0.1279E-03  -0.1700E-06  -0.1653E-06  -0.3944E-08
     XYZ         -0.9428E+02  -0.1254E+00  -0.1219E+00  -0.2908E-02
     XZX         -0.2920E+03  -0.3882E+00  -0.3775E+00  -0.9006E-02
     XZY         -0.9428E+02  -0.1254E+00  -0.1219E+00  -0.2908E-02
     XZZ          0.1275E-03   0.1695E-06   0.1648E-06   0.3931E-08
     YXX         -0.1486E-03  -0.1976E-06  -0.1921E-06  -0.4584E-08
     YXY         -0.1557E-03  -0.2070E-06  -0.2013E-06  -0.4801E-08
     YXZ         -0.9428E+02  -0.1254E+00  -0.1219E+00  -0.2908E-02
     YYX         -0.1557E-03  -0.2070E-06  -0.2013E-06  -0.4801E-08
     YYY         -0.1155E-02  -0.1536E-05  -0.1494E-05  -0.3563E-07
     YYZ          0.2920E+03   0.3882E+00   0.3775E+00   0.9006E-02
     YZX         -0.9428E+02  -0.1254E+00  -0.1219E+00  -0.2908E-02
     YZY          0.2920E+03   0.3882E+00   0.3775E+00   0.9006E-02
     YZZ         -0.3480E-03  -0.4628E-06  -0.4500E-06  -0.1073E-07
     ZXX         -0.2615E+03  -0.3477E+00  -0.3381E+00  -0.8066E-02
     ZXY         -0.8513E+02  -0.1132E+00  -0.1101E+00  -0.2626E-02
     ZXZ          0.4948E-04   0.6579E-07   0.6397E-07   0.1526E-08
     ZYX         -0.8513E+02  -0.1132E+00  -0.1101E+00  -0.2626E-02
     ZYY          0.2615E+03   0.3477E+00   0.3381E+00   0.8066E-02
     ZYZ         -0.4132E-03  -0.5494E-06  -0.5342E-06  -0.1274E-07
     ZZX          0.4948E-04   0.6579E-07   0.6397E-07   0.1526E-08
     ZZY         -0.4132E-03  -0.5494E-06  -0.5342E-06  -0.1274E-07
     ZZZ          0.1024E-02   0.1361E-05   0.1324E-05   0.3158E-07
